X,Y,OBJECTID,FIELDNAME,FIELDAREA,ORGGRPNM,UNITNAME,UNITTYPCOD,UNITTYPDES,LOCATION,PERIODDATE,PERIODYRMN,PERIODMNTH,PERIODMNNM,PERIODYR,OILPRODMAS,OILPRODM3,OILPRDDENS,OILPRODMBD,DGASPRODMA,DGASPROKSM,DGASPROMMS,DGASPRODEN,AGASPRODMA,AGASPROMMS,AGASPROKSM,AGASPRODEN,GCONDMASS,GCONDVOL,GCONDMBD,GCONDDEN,INJWATMASS,INJWATVOL,INJWATMBD,WATPRODMAS,WATPRODVOL,WATPRODMBD,WELLREGNO
1.358277932,57.37335089,1067,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2008-03-15T00:00:00.000Z,200803,3,March,2008,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,16/26-B20
1.358277932,57.37335089,1068,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2008-04-15T00:00:00.000Z,200804,4,April,2008,22961.9863,28247,0,5.92245433,,,,,2428.758,2.58270367,2194,1.107,,,,,0,0,0,33731,33731,7.07226633,16/26-B21
1.358277932,57.37335089,1069,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2008-05-15T00:00:00.000Z,200805,5,May,2008,29342.4862,36034,0,7.31141484,,,,,3382.992,3.48137548,3056,1.107,,,,,0,0,0,46503,46503,9.43560871,16/26-B23Z
1.358277932,57.37335089,1070,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2008-06-15T00:00:00.000Z,200806,6,June,2008,25907.323,31835,0,6.67473833,,,,,3219.848,3.42084633,2906,1.108,,,,,0,0,0,43118,43118,9.04040733,16/26-B24
1.358277932,57.37335089,1071,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2008-07-15T00:00:00.000Z,200807,7,July,2008,29798.4888,36648,0,7.43599742,,,,,3899.961,4.01337887,3523,1.107,,,,,0,0,0,48150,48150,9.76979032,16/26-B25Z
1.358277932,57.37335089,1072,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2008-08-15T00:00:00.000Z,200808,8,August,2008,13523.389,16502,0,3.34830903,,,,,1373.652,1.41487839,1242,1.106,,,,,0,0,0,19567,19567,3.97020742,16/26-B26
1.358277932,57.37335089,1073,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2008-09-15T00:00:00.000Z,200809,9,September,2008,21159.7235,26107,0,5.47376767,,,,,2639.664,2.8146055,2391,1.104,,,,,0,0,0,33840,33840,7.09512,16/26-B27
1.358277932,57.37335089,1074,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2008-10-15T00:00:00.000Z,200810,10,October,2008,14347.4058,17654,0,3.58205355,,,,,1858.684,1.90928839,1676,1.109,,,,,0,0,0,22919,22919,4.65033903,16/26-B30
1.358277932,57.37335089,1075,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2008-11-15T00:00:00.000Z,200811,11,November,2008,11405.5538,13933,0,2.92128567,,,,,1478.072,1.57034033,1334,1.108,,,,,0,0,0,19885,19885,4.16922167,16/26-B31
1.358277932,57.37335089,1076,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2008-12-15T00:00:00.000Z,200812,12,December,2008,20530.7916,25278,0,5.12898774,,,,,2702.564,2.76368355,2426,1.114,,,,,0,0,0,37882,37882,7.68638,16/26-B32
1.358277932,57.37335089,1077,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2009-01-15T00:00:00.000Z,200901,1,January,2009,24801.191,30581,0,6.20498355,,,,,2464.15,2.54040161,2230,1.105,,,,,0,0,0,25779,25779,5.23064226,16/26-B34
1.358277932,57.37335089,1078,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2009-02-15T00:00:00.000Z,200902,2,Feburary,2009,26378.46,32566,0,7.31571929,,,,,3055.878,3.48483375,2763,1.106,,,,,0,0,0,30199,30199,6.78398964,16/26-B35
1.358277932,57.37335089,1079,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2009-03-15T00:00:00.000Z,200903,3,March,2009,13951.5948,17186,0,3.48709484,,,,,1442.224,1.48550839,1304,1.106,,,,,0,0,0,22074,22074,4.47888581,16/26-B37
1.358277932,57.37335089,1080,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2009-04-15T00:00:00.000Z,200904,4,April,2009,12717.873,15410,0,3.23096333,,,,,1260.6,1.349033,1146,1.1,,,,,0,0,0,15386,15386,3.22593133,16/26-B40
1.358277932,57.37335089,1081,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2009-05-15T00:00:00.000Z,200905,5,May,2009,17323.344,21240,0,4.30966452,,,,,1845.369,1.89903565,1667,1.107,,,,,0,0,0,30567,30567,6.2021429,16/26-B40Z
1.358277932,57.37335089,1082,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2009-06-15T00:00:00.000Z,200906,6,June,2009,20510.0724,25052,0,5.25256933,,,,,2171.422,2.30489233,1958,1.109,,,,,0,0,0,31921,31921,6.69276967,16/26-B41
1.358277932,57.37335089,1083,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2009-07-15T00:00:00.000Z,200907,7,July,2009,27066.3876,33194,0,6.73516968,,,,,2644.488,2.70672387,2376,1.113,,,,,0,0,0,42906,42906,8.70576581,16/26-B41Z
1.358277932,57.37335089,1084,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2009-08-15T00:00:00.000Z,200908,8,August,2009,6792.9339,8277,0,1.67943,,,,,756.406,0.77351242,679,1.114,,,,,0,0,0,8325,8325,1.68916935,16/26-B43
1.358277932,57.37335089,1085,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2009-09-15T00:00:00.000Z,200909,9,September,2009,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,16/26-B44
1.358277932,57.37335089,1086,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2009-10-15T00:00:00.000Z,200910,10,October,2009,19003.2974,22879,0,4.6422229,,,,,1896.477,1.94460339,1707,1.111,,,,,0,0,0,31178,31178,6.32611677,16/26-B45
1.358277932,57.37335089,1087,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2009-11-15T00:00:00.000Z,200911,11,November,2009,24480.8011,30071,0,6.30488633,,,,,2655.29,2.81342833,2390,1.111,,,,,0,0,0,48902,48902,10.25311933,16/26-B46
1.358277932,57.37335089,1088,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2009-12-15T00:00:00.000Z,200912,12,December,2009,20054.0421,24567,0,4.98472355,,,,,2048.646,2.09497694,1839,1.114,,,,,0,0,0,44740,44740,9.07789032,16/26-B46Z
1.358277932,57.37335089,1089,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2010-01-15T00:00:00.000Z,201001,1,January,2010,24783.3904,30424,0,6.17312774,,,,,2825.712,2.88443806,2532,1.116,,,,,0,0,0,48888,48888,9.9195329,16/27a- 6
1.358277932,57.37335089,1090,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2010-02-15T00:00:00.000Z,201002,2,Feburary,2010,23319.26,28775,0,6.46409821,,,,,2711.712,3.032045,2404,1.128,,,,,0,0,0,47271,47271,10.6190925,16/27a- 7
1.358277932,57.37335089,1091,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2010-03-15T00:00:00.000Z,201003,3,March,2010,22005.674,27134,0,5.50557613,,,,,2545.881,2.56432468,2251,1.131,,,,,0,0,0,49219,49219,9.98669387,164/07- 1
1.358277932,57.37335089,1092,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2010-04-15T00:00:00.000Z,201004,4,April,2010,18761.537,22978,0,4.81772067,,,,,1797.39,1.86580917,1585,1.134,,,,,0,0,0,43108,43108,9.03831067,19-04-01
1.358277932,57.37335089,1093,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2010-05-15T00:00:00.000Z,201005,5,May,2010,7810.257,9555,0,1.93874032,,,,,909.44,0.92502516,812,1.12,,,,,0,0,0,18633,18633,3.78069581,20-09-01
1.358277932,57.37335089,1094,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2010-06-15T00:00:00.000Z,201006,6,June,2010,11361.1104,13964,0,2.92778533,,,,,1273.302,1.3455015,1143,1.114,,,,,0,0,0,26518,26518,5.55994067,20-09-02
1.358277932,57.37335089,1095,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2010-07-15T00:00:00.000Z,201007,7,July,2010,10011.0465,12285,0,2.49266613,,,,,1085.868,1.10843532,973,1.116,,,,,0,0,0,22963,22963,4.65926677,20-09-03
1.358277932,57.37335089,1096,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2010-08-15T00:00:00.000Z,201008,8,August,2010,10836.952,13346,0,2.70794645,,,,,1247.689,1.27247919,1117,1.117,,,,,0,0,0,26697,26697,5.41690742,205/25- 1
1.358277932,57.37335089,1097,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2010-09-15T00:00:00.000Z,201009,9,September,2010,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,206/04- 1
1.358277932,57.37335089,1098,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2010-10-15T00:00:00.000Z,201010,10,October,2010,4848.969,5979,0,1.21315839,,,,,556.718,0.57187516,502,1.109,,,,,0,0,0,16263,16263,3.29981516,206/05- 2
1.358277932,57.37335089,1099,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2010-11-15T00:00:00.000Z,201011,11,November,2010,9521.318,11654,0,2.44345533,,,,,957.528,1.010009,858,1.116,,,,,0,0,0,22111,22111,4.63593967,21/03- 1A
1.358277932,57.37335089,1100,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2010-12-15T00:00:00.000Z,201012,12,December,2010,6648.6864,8286,0,1.68125613,,,,,785.251,0.80085306,703,1.117,,,,,0,0,0,14315,14315,2.90455968,21-03-02
1.358277932,57.37335089,1101,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2011-01-15T00:00:00.000Z,201101,1,January,2011,2801.4504,3462,0,0.70245097,,,,,311.64,0.31897419,280,1.113,,,,,0,0,0,8017,8017,1.62667516,52/05- 1
1.358277932,57.37335089,1102,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2011-02-15T00:00:00.000Z,201102,2,Feburary,2011,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,21/10-F7
1.358277932,57.37335089,1103,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2011-03-15T00:00:00.000Z,201103,3,March,2011,12969.9864,15918,0,3.22981355,,,,,1038.81,1.05945,930,1.117,,,,,0,0,0,26551,26551,5.38728355,9/13a-A82X
1.358277932,57.37335089,1104,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2011-04-15T00:00:00.000Z,201104,4,April,2011,19427.5713,24047,0,5.04185433,,,,,1400.154,1.48087567,1258,1.113,,,,,0,0,0,51807,51807,10.862201,9/13a-A83
1.358277932,57.37335089,1105,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2011-05-15T00:00:00.000Z,201105,5,May,2011,19683.5886,24382,0,4.94718645,,,,,1680.38,1.70309435,1495,1.124,,,,,0,0,0,47549,47549,9.64784548,21/10-D50
1.358277932,57.37335089,1106,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2011-06-15T00:00:00.000Z,201106,6,June,2011,17272.425,21390,0,4.48477,,,,,1519.85,1.58328917,1345,1.13,,,,,0,0,0,42870,42870,8.98841,21/10-D62Z
1.358277932,57.37335089,1107,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2011-07-15T00:00:00.000Z,201107,7,July,2011,15580.6857,19101,0,3.87565452,,,,,1288.176,1.28501032,1128,1.142,,,,,0,0,0,34610,34610,7.02248065,9/13a-A76Z
1.358277932,57.37335089,1108,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2011-08-15T00:00:00.000Z,201108,8,August,2011,11754.8188,14081,0,2.85708032,,,,,1535.52,1.56183435,1371,1.12,,,,,0,0,0,26282,26282,5.33270258,9/13a-B14
1.358277932,57.37335089,1109,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2011-09-15T00:00:00.000Z,201109,9,September,2011,15978.9216,19496,0,4.08766133,,,,,2111.121,2.17422683,1847,1.143,,,,,0,0,0,43313,43313,9.08129233,9/13a-B66
1.358277932,57.37335089,1110,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2011-10-15T00:00:00.000Z,201110,10,October,2011,11174.3307,13689,0,2.77754226,,,,,1321.14,1.32602129,1164,1.135,,,,,0,0,0,33566,33566,6.81064968,9/13a-B37
1.358277932,57.37335089,1111,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2011-11-15T00:00:00.000Z,201111,11,November,2011,17002.2782,20962,0,4.39503267,,,,,2463.054,2.6027155,2211,1.114,,,,,0,0,0,44503,44503,9.33079567,9/13a-B17
1.358277932,57.37335089,1112,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2011-12-15T00:00:00.000Z,201112,12,December,2011,14764.893,18161,0,3.68492548,,,,,2445.261,2.50280823,2197,1.113,,,,,0,0,0,39710,39710,8.0572871,9/13a-B40
1.358277932,57.37335089,1113,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2012-01-15T00:00:00.000Z,201201,1,January,2012,17622.5628,21652,0,4.39326065,,,,,2400.864,2.43331742,2136,1.124,,,,,0,0,0,46438,46438,9.42242,9/13a-B12
1.358277932,57.37335089,1114,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2012-02-15T00:00:00.000Z,201202,2,Feburary,2012,16957.7796,20964,0,4.54701931,,,,,2785.272,3.01760586,2478,1.124,,,,,0,0,0,56980,56980,12.35876552,9/13a-B15
1.358277932,57.37335089,1115,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2012-03-15T00:00:00.000Z,201203,3,March,2012,5411.8512,6678,0,1.35498774,,,,,908.52,0.91591161,804,1.13,,,,,0,0,0,17339,17339,3.51813903,9/13a-B2
1.358277932,57.37335089,1116,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2012-04-15T00:00:00.000Z,201204,4,April,2012,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,9/13a-B56Z
1.358277932,57.37335089,1117,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2012-05-15T00:00:00.000Z,201205,5,May,2012,7788.98,9550,815.6,1.93772581,,,,,994.7,1.15628145,1015,0.98,,,,,0,0,0,33079,33079,6.71183581,9/13a-B80
1.358277932,57.37335089,1118,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2012-06-15T00:00:00.000Z,201206,6,June,2012,18313.2164,22556,811.9,4.72924133,,,,,2485.398,2.832263,2406,1.033,,,,,0,0,0,53578,53578,11.23352067,21/03a-H2
1.358277932,57.37335089,1119,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2012-07-15T00:00:00.000Z,201207,7,July,2012,17129.625,21250,806.1,4.31169355,,,,,2259.616,2.67026968,2344,0.964,,,,,0,0,0,42026,42026,8.52721097,21/03a-H2Z
1.358277932,57.37335089,1120,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2012-08-15T00:00:00.000Z,201208,8,August,2012,15322.2704,18982,807.2,3.85150903,,,,,1768.94,2.09042016,1835,0.964,,,,,0,0,0,41595,41595,8.43975968,21/03a-H3
1.358277932,57.37335089,1121,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2012-09-15T00:00:00.000Z,201209,9,September,2012,13662.2438,16813,812.6,3.52512567,,,,,1477.652,1.83873433,1562,0.946,,,,,0,0,0,35397,35397,7.421571,21/03a-H3Z
1.358277932,57.37335089,1122,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2012-10-15T00:00:00.000Z,201210,10,October,2012,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,21/03b- 5
1.358277932,57.37335089,1123,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2012-11-15T00:00:00.000Z,201211,11,November,2012,5192.5674,6394,812.1,1.34060867,,,,,556.206,0.67569367,574,0.969,,,,,0,0,0,14236,14236,2.98481467,21/03b- 6
1.358277932,57.37335089,1124,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2012-12-15T00:00:00.000Z,201212,12,December,2012,12856.3974,15939,806.6,3.23407452,,,,,1793.1,1.58347903,1390,1.29,,,,,0,0,0,34771,34771,7.05514806,21-04-01
1.358277932,57.37335089,1125,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2013-01-15T00:00:00.000Z,201301,1,January,2013,12713.652,15813,806.6,3.20850871,,,,,1847.04,1.34880516,1184,1.56,,,,,0,0,0,30431,30431,6.17454806,21-04-02
1.358277932,57.37335089,1126,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2013-02-15T00:00:00.000Z,201302,2,Feburary,2013,21176.872,26209,808,5.88766464,,,,,2163,2.72808375,2163,1,,,,,0,0,0,52705,52705,11.83980179,21/04a- 4
1.358277932,57.37335089,1127,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2013-03-15T00:00:00.000Z,201303,3,March,2013,21295.326,26421,806,5.36090613,,,,,2315,2.63723306,2315,1,,,,,0,0,0,62793,62793,12.74090226,21/04b- 5
1.358277932,57.37335089,1128,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2013-04-15T00:00:00.000Z,201304,4,April,2013,19500.348,24164,807,5.06638533,,,,,2118,2.493239,2118,1,,,,,0,0,0,57591,57591,12.074913,21/05a- 2
1.358277932,57.37335089,1129,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2013-05-15T00:00:00.000Z,201305,5,May,2013,18538.47,22887,810,4.64384613,,,,,0,2.8434271,2496,0,,,,,0,0,0,53854,53854,10.92715032,21/05a- 6
1.358277932,57.37335089,1130,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2013-06-15T00:00:00.000Z,201306,6,June,2013,51.392,64,803,0.01341867,,,,,9,0.0105945,9,1,,,,,0,0,0,104,104,0.02180533,21/05a- 6X
1.358277932,57.37335089,1131,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2013-07-15T00:00:00.000Z,201307,7,July,2013,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,21/05a- 6Y
1.358277932,57.37335089,1132,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2013-08-15T00:00:00.000Z,201308,8,August,2013,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,21/05a- 6Z
1.358277932,57.37335089,1133,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2013-09-15T00:00:00.000Z,201309,9,September,2013,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,21/05a-E1
1.358277932,57.37335089,1134,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2013-10-15T00:00:00.000Z,201310,10,October,2013,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,21/05a-E1Z
1.358277932,57.37335089,1135,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2013-11-15T00:00:00.000Z,201311,11,November,2013,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,211/24c- 7
1.358277932,57.37335089,1136,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2013-12-15T00:00:00.000Z,201312,12,December,2013,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,219/20- 1
1.358277932,57.37335089,1137,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2014-01-15T00:00:00.000Z,201401,1,January,2014,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,22/19b- 4
1.358277932,57.37335089,1138,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2014-02-15T00:00:00.000Z,201402,2,Feburary,2014,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,22/19b- 5
1.358277932,57.37335089,1139,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2014-03-15T00:00:00.000Z,201403,3,March,2014,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,22/19b- 5Z
1.358277932,57.37335089,1140,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2014-04-15T00:00:00.000Z,201404,4,April,2014,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,23/22b- 6
1.358277932,57.37335089,1141,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2014-05-15T00:00:00.000Z,201405,5,May,2014,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,23/22b- 6Z
1.358277932,57.37335089,1142,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2014-06-15T00:00:00.000Z,201406,6,June,2014,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,29/02- 1Z
1.358277932,57.37335089,1143,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2014-07-15T00:00:00.000Z,201407,7,July,2014,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,30/02c- 4
1.358277932,57.37335089,1144,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2014-08-15T00:00:00.000Z,201408,8,August,2014,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,30/02c-J11
1.358277932,57.37335089,1145,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2014-09-15T00:00:00.000Z,201409,9,September,2014,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,30/02c-J11Z
1.358277932,57.37335089,1146,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2014-10-15T00:00:00.000Z,201410,10,October,2014,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,30/02c-J3
1.358277932,57.37335089,1147,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2014-11-15T00:00:00.000Z,201411,11,November,2014,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,30/02c-J4Z
1.358277932,57.37335089,1148,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2014-12-15T00:00:00.000Z,201412,12,December,2014,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,30/02c-J5
1.358277932,57.37335089,1149,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2015-01-15T00:00:00.000Z,201501,1,January,2015,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,30/02c-J6
1.358277932,57.37335089,1150,ARBROATH,CNS,REPSOL SINOPEC RESOURCES,ARBROATH,P,Oil Field Exporting to Pipeline,Offshore,2015-02-15T00:00:00.000Z,201502,2,Feburary,2015,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,30/02c-J7
